cur_datetime,canTemp,sensWaste,coolConsump[J],heatConsump[J],ElecTotal[J],wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,293.105,0.051,0.000,0.000,2413257.665,299.845,299.845,298.677,291.258,99200.000,291.915,99386.345,
2004-06-01 00:10:00,292.136,0.051,0.000,0.000,2413257.665,299.513,299.513,289.634,291.267,99200.000,291.608,99386.431,
2004-06-01 00:15:00,292.280,0.051,0.000,0.000,2413257.665,299.011,299.011,289.819,291.275,99200.000,291.635,99386.423,
2004-06-01 00:20:00,292.083,0.051,0.000,0.000,2413257.665,298.594,298.594,289.840,291.283,99200.000,291.619,99386.425,
2004-06-01 00:25:00,292.398,0.051,0.000,0.000,2413257.665,298.245,298.245,289.918,291.292,99200.000,291.676,99386.409,
2004-06-01 00:30:00,292.026,0.051,0.000,0.000,2413257.665,297.988,297.988,289.975,291.300,99200.000,291.624,99386.421,
2004-06-01 00:35:00,292.315,0.051,0.000,0.000,2413257.665,297.763,297.763,290.130,291.308,99200.000,291.670,99386.408,
2004-06-01 00:40:00,291.929,0.051,0.000,0.000,2413257.665,297.589,297.589,290.097,291.317,99200.000,291.610,99386.422,
2004-06-01 00:45:00,292.288,0.051,0.000,0.000,2413257.665,297.416,297.416,290.208,291.325,99200.000,291.669,99386.404,
2004-06-01 00:50:00,291.876,0.051,0.000,0.000,2413257.665,297.287,297.287,290.130,291.333,99200.000,291.607,99386.419,
2004-06-01 00:55:00,292.296,0.051,0.000,0.000,2413257.665,297.148,297.148,290.255,291.342,99200.000,291.677,99386.399,
2004-06-01 01:00:00,291.838,0.051,0.000,0.000,2413257.665,297.051,297.051,290.172,291.350,99200.000,291.608,99386.416,
2004-06-01 01:05:00,292.302,0.051,0.000,0.000,2413257.665,296.933,296.933,290.289,291.350,99200.000,291.682,99386.396,
2004-06-01 01:10:00,292.005,0.051,0.000,0.000,2413257.665,296.857,296.857,290.203,291.350,99200.000,291.640,99386.407,
2004-06-01 01:15:00,292.547,0.051,0.000,0.000,2413257.665,296.751,296.751,290.309,291.350,99200.000,291.717,99386.387,
2004-06-01 01:20:00,292.003,0.051,0.000,0.000,2413257.665,296.714,296.714,290.300,291.350,99200.000,291.647,99386.405,
2004-06-01 01:25:00,292.442,0.051,0.000,0.000,2413257.665,296.620,296.620,290.569,291.350,99200.000,291.714,99386.388,
2004-06-01 01:30:00,291.740,0.051,0.000,0.000,2413257.665,296.590,296.590,290.331,291.350,99200.000,291.585,99386.424,
2004-06-01 01:35:00,292.161,0.051,0.000,0.000,2413257.665,296.485,296.485,290.518,291.350,99200.000,291.654,99386.406,
2004-06-01 01:40:00,291.716,0.051,0.000,0.000,2413257.665,296.435,296.435,290.113,291.350,99200.000,291.574,99386.428,
2004-06-01 01:45:00,292.294,0.051,0.000,0.000,2413257.665,296.329,296.329,290.136,291.350,99200.000,291.669,99386.402,
2004-06-01 01:50:00,291.917,0.051,0.000,0.000,2413257.665,296.293,296.293,289.965,291.350,99200.000,291.617,99386.416,
2004-06-01 01:55:00,292.533,0.051,0.000,0.000,2413257.665,296.204,296.204,290.110,291.350,99200.000,291.707,99386.393,
2004-06-01 02:00:00,291.922,0.051,0.000,0.000,2413257.665,296.200,296.200,290.070,291.350,99200.000,291.623,99386.414,
2004-06-01 02:05:00,292.408,0.051,0.000,0.000,2413257.665,296.119,296.119,290.369,291.358,99208.333,291.702,99386.392,
2004-06-01 02:10:00,291.843,0.051,0.000,0.000,2413257.665,296.116,296.116,290.127,291.367,99216.667,291.610,99386.414,
2004-06-01 02:15:00,292.372,0.051,0.000,0.000,2413257.665,296.022,296.022,290.360,291.375,99225.000,291.700,99386.389,
2004-06-01 02:20:00,291.822,0.051,0.000,0.000,2413257.665,296.019,296.019,290.044,291.383,99233.333,291.611,99386.410,
